s;domain;diagram;attr.polarity;letter.type;study.type;b;t;rt;y;type;aggr.type;betw.factors;task
105;weather;B;mpm;F;XorY=1,Z=0(Y?);1;16;22,52;35;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;I;p(C|0E)/v00;1;17;10,88;15;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;B;XorY=?,Z=1(X?);1;18;14,39;80;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;J;p(C|1E)[Y]/v01;1;19;10,38;20;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;F;XorY=1,Z=0(X?);1;20;5,27;15;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;J;p(C|1E)[Y]/v01;1;1;16,53;0;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;D;XorY=1,Z=?(X?);1;2;12,97;50;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;C;XorY=0,Z=1(Y?);1;3;15,59;75;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;A;XorY=1,Z=1(X?);1;4;7,75;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;C;XorY=0,Z=1(X?);1;5;8,73;75;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;A;XorY=1,Z=1(Y?);1;6;4,62;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;F;XorY=1,Z=0(X?);1;7;7,96;20;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;B;XorY=?,Z=1(X?);1;8;5,6;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;E;XorY=0,Z=?(Y?);1;9;4,95;20;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;F;XorY=1,Z=0(Y?);1;10;10,27;15;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;K;p(C|2E)/v11;1;11;4,23;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;J;p(C|1E)[X]/v10;1;12;6,31;10;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;D;XorY=1,Z=?(Y?);1;13;9,83;50;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;G;XorY=?,Z=0(X?);1;14;6,27;10;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;I;p(C|0E)/v00;1;15;5,93;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;H;XorY=0,Z=0(X?);1;16;9;35;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;E;XorY=0,Z=?(X?);1;17;19,78;25;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;G;XorY=?,Z=0(Y?);1;18;7,3;10;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;B;XorY=?,Z=1(Y?);1;19;3,68;85;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
107;weather;A;mpm;H;XorY=0,Z=0(Y?);1;20;7,53;35;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;D;XorY=1,Z=?(Y?);1;1;22,63;0;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;B;XorY=?,Z=1(Y?);1;2;6,04;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;B;XorY=?,Z=1(X?);1;3;12,36;50;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;C;XorY=0,Z=1(X?);1;4;11,92;50;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;C;XorY=0,Z=1(Y?);1;5;21,97;75;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;A;XorY=1,Z=1(Y?);1;6;5,16;75;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;G;XorY=?,Z=0(X?);1;7;22,79;25;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;A;XorY=1,Z=1(X?);1;8;7,64;80;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;K;p(C|2E)/v11;1;9;3,9;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;F;XorY=1,Z=0(X?);1;10;5,71;75;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;J;p(C|1E)[Y]/v01;1;11;11,15;75;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;E;XorY=0,Z=?(Y?);1;12;16,59;25;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;I;p(C|0E)/v00;1;13;9,12;25;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;D;XorY=1,Z=?(X?);1;14;11,53;75;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;J;p(C|1E)[X]/v10;1;15;9,84;75;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;G;XorY=?,Z=0(Y?);1;16;3,68;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;E;XorY=0,Z=?(X?);1;17;38,5;35;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;H;XorY=0,Z=0(X?);1;18;8,35;25;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;H;XorY=0,Z=0(Y?);1;19;8,46;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
108;weather;B;pmm;F;XorY=1,Z=0(Y?);1;20;5,49;20;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;E;XorY=0,Z=?(X?);1;1;46,08;40;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;G;XorY=?,Z=0(Y?);1;2;9,72;30;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;K;p(C|2E)/v11;1;3;13,4;85;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;C;XorY=0,Z=1(Y?);1;4;12,53;75;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;G;XorY=?,Z=0(X?);1;5;15,32;30;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;A;XorY=1,Z=1(X?);1;6;18,29;90;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;C;XorY=0,Z=1(X?);1;7;14,83;55;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;B;XorY=?,Z=1(X?);1;8;18,73;75;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;D;XorY=1,Z=?(Y?);1;9;10,71;60;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;B;XorY=?,Z=1(Y?);1;10;9,72;70;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;J;p(C|1E)[Y]/v01;1;11;7,2;40;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;F;XorY=1,Z=0(X?);1;12;8,02;40;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;A;XorY=1,Z=1(Y?);1;13;7,91;90;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;D;XorY=1,Z=?(X?);1;14;7,09;75;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;E;XorY=0,Z=?(Y?);1;15;6,26;20;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;F;XorY=1,Z=0(Y?);1;16;8,84;35;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;H;XorY=0,Z=0(Y?);1;17;7,74;15;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;I;p(C|0E)/v00;1;18;8,96;10;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;H;XorY=0,Z=0(X?);1;19;7,19;10;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
111;economy;A;ppp;J;p(C|1E)[X]/v10;1;20;13,13;40;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;D;XorY=1,Z=?(X?);1;1;6,37;100;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;F;XorY=1,Z=0(Y?);1;2;2,2;100;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;H;XorY=0,Z=0(Y?);1;3;17,63;0;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;J;p(C|1E)[Y]/v01;1;4;16,1;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;G;XorY=?,Z=0(Y?);1;5;16,42;15;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;H;XorY=0,Z=0(X?);1;6;20,6;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;F;XorY=1,Z=0(X?);1;7;13,78;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;A;XorY=1,Z=1(X?);1;8;4,07;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;C;XorY=0,Z=1(Y?);1;9;17,74;80;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;I;p(C|0E)/v00;1;10;7,14;20;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;D;XorY=1,Z=?(Y?);1;11;5,82;50;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;E;XorY=0,Z=?(X?);1;12;9,94;25;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;G;XorY=?,Z=0(X?);1;13;4,61;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;B;XorY=?,Z=1(X?);1;14;4,23;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;A;XorY=1,Z=1(Y?);1;15;6,38;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;J;p(C|1E)[X]/v10;1;16;7,03;40;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;E;XorY=0,Z=?(Y?);1;17;13,62;30;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;B;XorY=?,Z=1(Y?);1;18;9,77;95;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;K;p(C|2E)/v11;1;19;8,96;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
115;weather;A;pmm;C;XorY=0,Z=1(X?);1;20;9,44;75;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;B;XorY=?,Z=1(Y?);1;1;8,24;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;F;XorY=1,Z=0(X?);1;2;10,71;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;B;XorY=?,Z=1(X?);1;3;6,53;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;A;XorY=1,Z=1(Y?);1;4;7,09;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;C;XorY=0,Z=1(X?);1;5;14,72;50;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;H;XorY=0,Z=0(Y?);1;6;28,18;50;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;J;p(C|1E)[Y]/v01;1;7;8,89;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;J;p(C|1E)[X]/v10;1;8;4,89;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;D;XorY=1,Z=?(X?);1;9;5,49;55;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;E;XorY=0,Z=?(Y?);1;10;10,17;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;C;XorY=0,Z=1(Y?);1;11;9,55;100;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;A;XorY=1,Z=1(X?);1;12;10,22;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;I;p(C|0E)/v00;1;13;11,26;15;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;K;p(C|2E)/v11;1;14;7,47;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;D;XorY=1,Z=?(Y?);1;15;6,21;55;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;F;XorY=1,Z=0(Y?);1;16;5,93;50;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;E;XorY=0,Z=?(X?);1;17;7,41;50;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;G;XorY=?,Z=0(X?);1;18;4,73;45;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;H;XorY=0,Z=0(X?);1;19;11,8;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
118;society;B;mpm;G;XorY=?,Z=0(Y?);1;20;15,55;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;F;XorY=1,Z=0(X?);1;1;27,02;60;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;B;XorY=?,Z=1(Y?);1;2;12,3;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;G;XorY=?,Z=0(X?);1;3;10,77;70;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;I;p(C|0E)/v00;1;4;10,38;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;H;XorY=0,Z=0(Y?);1;5;14,12;75;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;A;XorY=1,Z=1(X?);1;6;7,41;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;H;XorY=0,Z=0(X?);1;7;8,57;70;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;E;XorY=0,Z=?(Y?);1;8;13,18;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;C;XorY=0,Z=1(X?);1;9;8,41;60;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;D;XorY=1,Z=?(X?);1;10;9,06;70;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;C;XorY=0,Z=1(Y?);1;11;10,6;100;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;J;p(C|1E)[X]/v10;1;12;8,35;30;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;J;p(C|1E)[Y]/v01;1;13;14,22;20;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;B;XorY=?,Z=1(X?);1;14;7,31;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;A;XorY=1,Z=1(Y?);1;15;8,13;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;F;XorY=1,Z=0(Y?);1;16;6,86;0;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;K;p(C|2E)/v11;1;17;8,19;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;G;XorY=?,Z=0(Y?);1;18;6,59;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;E;XorY=0,Z=?(X?);1;19;9,72;20;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
121;economy;B;pmm;D;XorY=1,Z=?(Y?);1;20;9,95;85;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;E;XorY=0,Z=?(Y?);1;1;7,74;15;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;H;XorY=0,Z=0(Y?);1;2;11,21;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;D;XorY=1,Z=?(X?);1;3;4,88;80;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;F;XorY=1,Z=0(Y?);1;4;5,17;25;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;J;p(C|1E)[X]/v10;1;5;7,36;60;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;B;XorY=?,Z=1(Y?);1;6;4,56;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;G;XorY=?,Z=0(X?);1;7;6,09;40;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;I;p(C|0E)/v00;1;8;4,51;20;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;C;XorY=0,Z=1(X?);1;9;3,51;70;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;D;XorY=1,Z=?(Y?);1;10;5,27;75;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;K;p(C|2E)/v11;1;11;4,12;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;E;XorY=0,Z=?(X?);1;12;5,11;35;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;A;XorY=1,Z=1(X?);1;13;4,12;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;C;XorY=0,Z=1(Y?);1;14;5,88;80;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;B;XorY=?,Z=1(X?);1;15;4,01;75;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;F;XorY=1,Z=0(X?);1;16;2,74;60;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;G;XorY=?,Z=0(Y?);1;17;2,91;60;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;A;XorY=1,Z=1(Y?);1;18;3,03;70;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;H;XorY=0,Z=0(X?);1;19;5,76;55;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
122;society;A;ppp;J;p(C|1E)[Y]/v01;1;20;2,86;65;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;E;XorY=0,Z=?(X?);1;1;32,47;5;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;G;XorY=?,Z=0(Y?);1;2;10,87;5;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;A;XorY=1,Z=1(Y?);1;3;5,33;95;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;C;XorY=0,Z=1(X?);1;4;8,95;60;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;J;p(C|1E)[X]/v10;1;5;5,6;65;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;G;XorY=?,Z=0(X?);1;6;5,44;75;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;B;XorY=?,Z=1(Y?);1;7;3,24;85;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;F;XorY=1,Z=0(Y?);1;8;7,36;55;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;F;XorY=1,Z=0(X?);1;9;10;45;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;D;XorY=1,Z=?(X?);1;10;5,82;50;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;J;p(C|1E)[Y]/v01;1;11;6,1;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;E;XorY=0,Z=?(Y?);1;12;5,27;20;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;D;XorY=1,Z=?(Y?);1;13;10,99;80;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;A;XorY=1,Z=1(X?);1;14;0,38;50;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;B;XorY=?,Z=1(X?);1;15;7,03;75;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;I;p(C|0E)/v00;1;16;8,29;20;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;H;XorY=0,Z=0(X?);1;17;7,25;20;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;K;p(C|2E)/v11;1;18;6,98;85;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;C;XorY=0,Z=1(Y?);1;19;11,97;65;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
129;weather;B;mmp;H;XorY=0,Z=0(Y?);1;20;7,64;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;J;p(C|1E)[Y]/v01;1;1;20,92;100;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;B;XorY=?,Z=1(Y?);1;2;5,83;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;C;XorY=0,Z=1(Y?);1;3;7,52;50;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;A;XorY=1,Z=1(Y?);1;4;4,56;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;B;XorY=?,Z=1(X?);1;5;5,22;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;E;XorY=0,Z=?(Y?);1;6;6,7;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;J;p(C|1E)[X]/v10;1;7;9,28;75;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;G;XorY=?,Z=0(X?);1;8;7,36;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;F;XorY=1,Z=0(X?);1;9;5,87;100;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
