s;domain;diagram;attr.polarity;letter.type;study.type;trial;rt;y;type;aggr.type;betw.factors;task
141;society;a;pmm;I;Z|X=0,Y=0;1;10,79;70;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;B;Y|Z=1;2;31,374;65;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;D;X|Y=1;3;20,134;30;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;K;Z|X=1,Y=1;4;14,67;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;C;Y|X=0,Z=1;5;14,806;70;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;E;X|Y=0;6;7,166;60;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;G;Y|Z=0;7;14,422;25;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;D;Y|X=1;8;13,222;40;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;H;Y|X=0,Z=0;9;12,734;60;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;A;X|Y=1,Z=1;10;10,55;60;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;F;X|Y=1,Z=0;11;37,134;40;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;F;Y|X=1,Z=0;12;8,125;30;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;A;Y|X=1,Z=1;13;13,958;40;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;H;X|Y=0,Z=0;14;7,15;60;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;G;X|Z=0;15;8,518;35;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;J;Z|X=0,Y=1;16;11,766;70;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;B;X|Z=1;17;10,094;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;E;Y|X=0;18;8,23;35;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;C;X|Y=0,Z=1;19;10,038;60;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
